"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area";"Technology";"Data Type";"Grid connection";"Year";Electricity statistics (MW/GWh)
"Belarus";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";7830.0000
"Belarus";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";7830.0000
"Belarus";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";26074.0000
"Belarus";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";26074.0000
"Belarus";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Oil";"Electricity Generation (GWh)";"All";"2000";1714.0000
"Belarus";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";1714.0000
"Belarus";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Natural gas";"Electricity Generation (GWh)";"All";"2000";24360.0000
"Belarus";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";24360.0000
"Belarus";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";7830.0000
"Belarus";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";7830.0000
"Belarus";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";232.5000
"Belgium";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";232.5000
"Belgium";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";1044.0000
"Belgium";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";1044.0000
"Belgium";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"Belgium";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belgium";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Belgium";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belgium";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";14.0000
"Belgium";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";14.0000
"Belgium";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";16.0000
"Belgium";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";16.0000
"Belgium";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Belgium";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belgium";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";103.0000
"Belgium";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";103.0000
"Belgium";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";460.0000
"Belgium";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";460.0000
"Belgium";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Belgium";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belgium";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Belgium";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belgium";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";47.0000
"Belgium";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";47.0000
"Belgium";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";164.0000
"Belgium";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";164.0000
"Belgium";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";48.5000
"Belgium";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";48.5000
"Belgium";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";306.0000
"Belgium";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";306.0000
"Belgium";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Belgium";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belgium";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";20.0000
"Belgium";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";20.0000
"Belgium";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Biogas";"Electricity Generation (GWh)";"All";"2000";98.0000
"Belgium";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";98.0000
"Belgium";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Belgium";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belgium";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";15452.5000
"Belgium";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";15452.5000
"Belgium";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";82968.0000
"Belgium";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";82968.0000
"Belgium";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";1310.0000
"Belgium";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";1310.0000
"Belgium";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";1239.0000
"Belgium";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";1239.0000
"Belgium";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";16030.0000
"Belgium";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";16030.0000
"Belgium";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Oil";"Electricity Generation (GWh)";"All";"2000";797.0000
"Belgium";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";797.0000
"Belgium";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belgium";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belgium";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Natural gas";"Electricity Generation (GWh)";"All";"2000";15977.0000
"Belgium";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";15977.0000
"Belgium";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";8242.0000
"Belgium";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";8242.0000
"Belgium";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Belgium";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belgium";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";5713.0000
"Belgium";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";5713.0000
"Belgium";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Nuclear";"Electricity Generation (GWh)";"All";"2000";48157.0000
"Belgium";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";48157.0000
"Belgium";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belgium";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";187.5000
"Belgium";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";187.5000
"Belgium";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belgium";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";768.0000
"Belgium";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";768.0000
"Belgium";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belize";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";52.8810
"Belize";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";52.7000
"Belize";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";0.1810
"Belize";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";71.0920
"Belize";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";70.8030
"Belize";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";0.2890
"Belize";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";0.0110
"Belize";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belize";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";0.0110
"Belize";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";0.0010
"Belize";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
