"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area";"Technology";"Data Type";"Grid connection";"Year";Electricity statistics (MW/GWh)
"Guadeloupe";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";115.6590
"Guadeloupe";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";115.6590
"Guadeloupe";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";6.4200
"Guadeloupe";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";6.4200
"Guadeloupe";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";8.6920
"Guadeloupe";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";8.6920
"Guadeloupe";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";7.1400
"Guadeloupe";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";7.1400
"Guadeloupe";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";10.1210
"Guadeloupe";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";10.1210
"Guadeloupe";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";29.7500
"Guadeloupe";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";29.7500
"Guadeloupe";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";75.4720
"Guadeloupe";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";75.4720
"Guadeloupe";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";4.0000
"Guadeloupe";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";4.0000
"Guadeloupe";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";21.3740
"Guadeloupe";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";21.3740
"Guadeloupe";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";315.7500
"Guadeloupe";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";315.7500
"Guadeloupe";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";1103.9480
"Guadeloupe";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";1103.9480
"Guadeloupe";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";29.7500
"Guadeloupe";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";29.7500
"Guadeloupe";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";339.7950
"Guadeloupe";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";339.7950
"Guadeloupe";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";286.0000
"Guadeloupe";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";286.0000
"Guadeloupe";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Oil";"Electricity Generation (GWh)";"All";"2000";764.1530
"Guadeloupe";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";764.1530
"Guadeloupe";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Natural gas";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guadeloupe";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guadeloupe";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guadeloupe";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guadeloupe";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Guadeloupe";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guadeloupe";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";552.8000
"Guam";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";552.8000
"Guam";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";1892.6580
"Guam";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";1892.6580
"Guam";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";552.8000
"Guam";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";552.8000
"Guam";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Oil";"Electricity Generation (GWh)";"All";"2000";1892.6580
"Guam";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";1892.6580
"Guam";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Natural gas";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guam";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guam";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guam";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guam";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Guam";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guam";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";722.5000
"Guatemala";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";722.5000
"Guatemala";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";3544.5410
"Guatemala";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";3544.4600
"Guatemala";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";0.0810
"Guatemala";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guatemala";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";0.0810
"Guatemala";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guatemala";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";0.0810
"Guatemala";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guatemala";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Guatemala";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guatemala";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guatemala";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Guatemala";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guatemala";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guatemala";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Guatemala";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guatemala";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";526.9000
"Guatemala";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";526.9000
"Guatemala";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";2673.6400
"Guatemala";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";2673.6400
"Guatemala";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guatemala";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Guatemala";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guatemala";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guatemala";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Guatemala";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guatemala";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";166.6000
"Guatemala";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";166.6000
"Guatemala";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";668.6400
"Guatemala";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";668.6400
"Guatemala";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guatemala";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Guatemala";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guatemala";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Guatemala";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Guatemala";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Guatemala";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Guatemala";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Guatemala";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Guatemala";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
